# From file spe_response_masked_8dynode_pix6_20200204.dat
# provided by Suda Yusuke (MPP) 2020-02-19,
# data obtained by Y. Kobayashi (ICRR).
# The time axis was shifted by -5.1 ns (by K.B.) to
# align the peak position with the previous pulse shape 
# (pulse_CTA-Fx3.dat), in order to keep read-out window position etc.
# unaffected.
# HG may also be used as an approximation for the trigger channel pulse shape.
#
# T[ns]   HG (arb.)       LG (arb.)
#
  4.80	0.013367	0.002079
  4.90	0.015843	0.004770
  5.00	0.018488	0.006070
  5.10	0.020372	0.009226
  5.20	0.022286	0.010857
  5.30	0.025586	0.014059
  5.40	0.030360	0.016594
  5.50	0.036026	0.020781
  5.60	0.040639	0.024320
  5.70	0.046241	0.031197
  5.80	0.053699	0.036718
  5.90	0.061600	0.045218
  6.00	0.070227	0.050989
  6.10	0.080730	0.061130
  6.20	0.091937	0.068828
  6.30	0.105926	0.082262
  6.40	0.119418	0.092237
  6.50	0.137045	0.106374
  6.60	0.155364	0.122692
  6.70	0.177812	0.140175
  6.80	0.199630	0.156522
  6.90	0.226395	0.178320
  7.00	0.254873	0.199630
  7.10	0.288113	0.225253
  7.20	0.321180	0.249439
  7.30	0.358273	0.278134
  7.40	0.398035	0.307358
  7.50	0.441699	0.339401
  7.60	0.484704	0.370898
  7.70	0.529701	0.407191
  7.80	0.578466	0.441625
  7.90	0.627587	0.478312
  8.00	0.676113	0.517409
  8.10	0.721702	0.555754
  8.20	0.770206	0.595028
  8.30	0.815379	0.634849
  8.40	0.856471	0.673430
  8.50	0.892858	0.711026
  8.60	0.927666	0.750523
  8.70	0.955439	0.782772
  8.80	0.977714	0.820121
  8.90	0.991477	0.851451
  9.00	1.000000	0.881402
  9.10	0.999079	0.905533
  9.20	0.991510	0.932558
  9.30	0.975208	0.950589
  9.40	0.950013	0.968878
  9.50	0.917699	0.980747
  9.60	0.878855	0.992787
  9.70	0.835230	0.996020
  9.80	0.782054	1.000000
  9.90	0.727164	0.994430
 10.00	0.669668	0.991157
 10.10	0.612382	0.978606
 10.20	0.549111	0.966914
 10.30	0.490412	0.946257
 10.40	0.431433	0.927861
 10.50	0.379745	0.901214
 10.60	0.326472	0.877514
 10.70	0.280180	0.843552
 10.80	0.239313	0.814038
 10.90	0.205290	0.778028
 11.00	0.174416	0.743041
 11.10	0.150299	0.705430
 11.20	0.131804	0.666641
 11.30	0.118636	0.627650
 11.40	0.110413	0.588175
 11.50	0.105938	0.547591
 11.60	0.107068	0.505666
 11.70	0.109248	0.463777
 11.80	0.116073	0.425878
 11.90	0.123330	0.386072
 12.00	0.133679	0.345269
 12.10	0.142236	0.308229
 12.20	0.154164	0.269767
 12.30	0.163814	0.235356
 12.40	0.173705	0.198950
 12.50	0.181170	0.167579
 12.60	0.189302	0.136090
 12.70	0.194649	0.107287
 12.80	0.199409	0.078363
 12.90	0.201566	0.051741
 13.00	0.202877	0.027798
 13.10	0.202074	0.004394
 13.20	0.200047	-0.017878
 13.30	0.196529	-0.034965
 13.40	0.192585	-0.052067
 13.50	0.186396	-0.065699
 13.60	0.180799	-0.080520
 13.70	0.174005	-0.089949
 13.80	0.166808	-0.098692
 13.90	0.158351	-0.105710
 14.00	0.151309	-0.113721
 14.10	0.143359	-0.115362
 14.20	0.136423	-0.119740
 14.30	0.128095	-0.120820
 14.40	0.121427	-0.120484
 14.50	0.113836	-0.118767
 14.60	0.107705	-0.118957
 14.70	0.101126	-0.113034
 14.80	0.094927	-0.109665
 14.90	0.089302	-0.102217
 15.00	0.084329	-0.098179
 15.10	0.078330	-0.090099
 15.20	0.073866	-0.082945
 15.30	0.070290	-0.073837
 15.40	0.066429	-0.065902
 15.50	0.062168	-0.055334
 15.60	0.058784	-0.045586
 15.70	0.055877	-0.036881
 15.80	0.054042	-0.027118
 15.90	0.052094	-0.017001
 16.00	0.050097	-0.006751
 16.10	0.048760	0.005296
 16.20	0.047145	0.013938
 16.30	0.045993	0.023223
 16.40	0.045405	0.033483
 16.50	0.044657	0.042777
 16.60	0.044290	0.051053
 16.70	0.044503	0.059603
 16.80	0.044645	0.068841
 16.90	0.044929	0.073549
 17.00	0.045074	0.082765
 17.10	0.045650	0.087495
 17.20	0.045920	0.091608
 17.30	0.046088	0.095908
 17.40	0.046263	0.099745
 17.50	0.046040	0.101691
 17.60	0.045785	0.103505
 17.70	0.044716	0.102743
 17.80	0.043947	0.104852
 17.90	0.042895	0.103644
 18.00	0.041901	0.101708
 18.10	0.040826	0.099375
 18.20	0.039757	0.096510
 18.30	0.038414	0.090838
 18.40	0.036731	0.087167
 18.50	0.034796	0.081573
 18.60	0.031622	0.077837
 18.70	0.029027	0.071759
 18.80	0.026072	0.065286
 18.90	0.024723	0.058113
 19.00	0.022825	0.053209
 19.10	0.021637	0.046070
 19.20	0.019162	0.039528
 19.30	0.017522	0.032950
 19.40	0.014482	0.026656
 19.50	0.013029	0.018152
 19.60	0.010831	0.014733
 19.70	0.010286	0.007361
 19.80	0.008919	0.000886
 19.90	0.009033	-0.004156
 20.00	0.007841	-0.009035
 20.10	0.008075	-0.013195
 20.20	0.007351	-0.016530
 20.30	0.007401	-0.020869
 20.40	0.007106	-0.023820
 20.50	0.007354	-0.026127
 20.60	0.007290	-0.029556
 20.70	0.007792	-0.029482
 20.80	0.008172	-0.033496
 20.90	0.008537	-0.032236
 21.00	0.009213	-0.034510
 21.10	0.009861	-0.033513
 21.20	0.011100	-0.034100
 21.30	0.011764	-0.032925
 21.40	0.012815	-0.033599
 21.50	0.013975	-0.031360
 21.60	0.015511	-0.031597
 21.70	0.016494	-0.028406
 21.80	0.018488	-0.028607
 21.90	0.019662	-0.025351
 22.00	0.021379	-0.025295
 22.10	0.022441	-0.024587
 22.20	0.023621	-0.022588
 22.30	0.024368	-0.020256
 22.40	0.024749	-0.021253
 22.50	0.025077	-0.018203
 22.60	0.024957	-0.017659
 22.70	0.024888	-0.017226
 22.80	0.024295	-0.016479
 22.90	0.024096	-0.016575
 23.00	0.023217	-0.016658
 23.10	0.022736	-0.016487
 23.20	0.021208	-0.017223
 23.30	0.020443	-0.016350
 23.40	0.017912	-0.017801
 23.50	0.015962	-0.018653
 23.60	0.012681	-0.019944
 23.70	0.010653	-0.020318
 23.80	0.007584	-0.020354
 23.90	0.005675	-0.021695
 24.00	0.003578	-0.022870
 24.10	0.002554	-0.023686
 24.20	0.000576	-0.023512
 24.30	-0.001324	-0.024825
 24.40	-0.003847	-0.026656
 24.50	-0.005805	-0.025827
 24.60	-0.008748	-0.027541
 24.70	-0.009932	-0.027980
 24.80	-0.012092	-0.027375
 24.90	-0.012580	-0.027504
 25.00	-0.013771	-0.029274
 25.10	-0.013715	-0.027229
 25.20	-0.014028	-0.027991
 25.30	-0.013751	-0.025789
 25.40	-0.013269	-0.026322
 25.50	-0.012415	-0.024337
 25.60	-0.011247	-0.023165
 25.70	-0.009471	-0.022046
 25.80	-0.007633	-0.021304
 25.90	-0.005380	-0.019993
 26.00	-0.003075	-0.019212
 26.10	-0.001655	-0.017214
 26.20	0.000147	-0.015798
 26.30	0.001785	-0.014610
 26.40	0.003467	-0.012847
 26.50	0.005924	-0.011204
 26.60	0.008527	-0.008932
 26.70	0.011209	-0.007987
 26.80	0.013134	-0.006892
 26.90	0.014708	-0.006059
 27.00	0.016283	-0.006584
 27.10	0.017085	-0.005421
 27.20	0.017557	-0.005801
 27.30	0.017771	-0.006648
 27.40	0.017728	-0.006070
 27.50	0.017700	-0.007799
 27.60	0.016956	-0.008650
 27.70	0.016435	-0.011204
 27.80	0.014910	-0.010999
 27.90	0.012970	-0.014522
 28.00	0.010169	-0.016440
 28.10	0.007567	-0.019692
 28.20	0.004092	-0.021407
 28.30	0.002471	-0.023210
 28.40	0.000184	-0.026130
 28.50	-0.001029	-0.028819
 28.60	-0.003798	-0.030750
 28.70	-0.006042	-0.034465
 28.80	-0.009066	-0.037231
 28.90	-0.011433	-0.036943
 29.00	-0.013808	-0.040170
 29.10	-0.015264	-0.040511
 29.20	-0.016185	-0.043109
 29.30	-0.016399	-0.043641
 29.40	-0.016540	-0.045765
 29.50	-0.016352	-0.045582
 29.60	-0.015805	-0.045855
 29.70	-0.014673	-0.044768
 29.80	-0.013146	-0.045586
